Cholera,A00-Cholera
Jiné určené rickettsiózy,A79.8-Jiné určené rickettsiózy
Rickettsióza NS,A79.9-Rickettsióza NS
Akutní poliomyelitida – akutní dětská obrna,A80-Akutní poliomyelitida – akutní dětská ob
Akutní paralytická poliomyelitida‚ spojená s vakcinací (s očkovací látkou),A80.0-Akutní paralytická poliomyelitida‚ spoje
Akutní paralytická poliomyelitida‚ divoký virus importovaný,A80.1-Akutní paralytická poliomyelitida‚ divok
Akutní paralytická poliomyelitida‚ divoký virus tuzemský,A80.2-Akutní paralytická poliomyelitida‚ divok
Akutní paralytická poliomyelitida‚ jiná a NS,A80.3-Akutní paralytická poliomyelitida‚ jiná 
Akutní neparalytická poliomyelitida,A80.4-Akutní neparalytická poliomyelitida
Akutní poliomyelitida NS,A80.9-Akutní poliomyelitida NS
Atypické virové infekce centrální nervové soustavy,A81-Atypické virové infekce centrální nervov
Creutzfeldtova-Jakobova nemoc,A81.0-Creutzfeldtova-Jakobova nemoc
Subakutní sklerotizující panencefalitida,A81.1-Subakutní sklerotizující panencefalitida
Progresivní multifokální leukoencefalopatie,A81.2-Progresivní multifokální leukoencefalopa
Jiné atypické virové infekce centrální nervové soustavy,A81.8-Jiné atypické virové infekce centrální n
Atypické virové infekce centrální nervové soustavy NS,A81.9-Atypické virové infekce centrální nervov
Vzteklina – rabies – lyssa,A82-Vzteklina – rabies – lyssa
Sylvatická (lesní) vzteklina,A82.0-Sylvatická (lesní) vzteklina
Urbánní (městská) vzteklina,A82.1-Urbánní (městská) vzteklina
Vzteklina NS,A82.9-Vzteklina NS
Virová encefalitida přenášená komáry,A83-Virová encefalitida přenášená komáry
Japonská encefalitida,A83.0-Japonská encefalitida
Západní koňská encefalitida,A83.1-Západní koňská encefalitida
Východní koňská encefalitida,A83.2-Východní koňská encefalitida
St. Louiská encefalitida,A83.3-St. Louiská encefalitida
Australská encefalitida,A83.4-Australská encefalitida
Kalifornská encefalitida,A83.5-Kalifornská encefalitida
"Encefalitida, původce: virus Rocio",A83.6-Encefalitida, původce: virus Rocio
Jiná virová encefalitida přenášená komáry,A83.8-Jiná virová encefalitida přenášená komár
Virová encefalitida přenášená komáry NS,A83.9-Virová encefalitida přenášená komáry NS
Virová encefalitida přenášená klíšťaty,A84-Virová encefalitida přenášená klíšťaty
Encefalitida dálného východu přenášená klíšťaty (ruská jarně-letní encefalitida),A84.0-Encefalitida dálného východu přenášená k
Středoevropská encefalitida přenášená klíšťaty,A84.1-Středoevropská encefalitida přenášená kl
Jiná virová encefalitida přenášená klíšťaty,A84.8-Jiná virová encefalitida přenášená klíšť
Virová klíšťová encefalitida NS,A84.9-Virová klíšťová encefalitida NS
Jiná virová encefalitida nezařazená jinde,A85-Jiná virová encefalitida nezařazená jind
Enterovirová encefalitida (G05.1*),A85.0-Enterovirová encefalitida (G05.1*)
Adenovirová encefalitida (G05.1*),A85.1-Adenovirová encefalitida (G05.1*)
Virová encefalitida přenášená členovci NS,A85.2-Virová encefalitida přenášená členovci N
Jiná určená virová encefalitida,A85.8-Jiná určená virová encefalitida
Neurčená virová encefalitida,A86-Neurčená virová encefalitida
Virová meningitida,A87-Virová meningitida
Enterovirová meningitida (G02.0*),A87.0-Enterovirová meningitida (G02.0*)
Adenovirová meningitida (G02.0*),A87.1-Adenovirová meningitida (G02.0*)
Lymfocytární choriomeningitida,A87.2-Lymfocytární choriomeningitida
Jiné virové meningitidy,A87.8-Jiné virové meningitidy
Virová meningitida NS,A87.9-Virová meningitida NS
Jiné virové infekce centrální nervové soustavy nezařazené jinde,A88-Jiné virové infekce centrální nervové so
Enterovirová exantémová horečka (bostonská vyrážka),A88.0-Enterovirová exantémová horečka (bostons
Epidemické vertigo,A88.1-Epidemické vertigo
Jiné určené virové infekce centrální nervové soustavy,A88.8-Jiné určené virové infekce centrální ner
Neurčená virová infekce centrální nervové soustavy,A89-Neurčená virová infekce centrální nervov
Dengue [klasická forma dengue],A90-Dengue [klasická forma dengue]
Hemoragická horečka dengue,A91-Hemoragická horečka dengue
Jiná virová horečka přenášená komáry,A92-Jiná virová horečka přenášená komáry
Virová nemoc Chikungunya,A92.0-Virová nemoc Chikungunya
Horečka o'nyong-nyong,A92.1-Horečka o'nyong-nyong
Venezuelská koňská horečka,A92.2-Venezuelská koňská horečka
Západonilská virová infekce,A92.3-Západonilská virová infekce
Horečka Rift Valley,A92.4-Horečka Rift Valley
Onemocnění virem Zika,A92.5-Onemocnění virem Zika
Jiná určená virová horečka přenášená komáry,A92.8-Jiná určená virová horečka přenášená kom
Virová horečka přenášená komáry NS,A92.9-Virová horečka přenášená komáry NS
Jiné virové horečky přenášené členovci nezařazené jinde,A93-Jiné virové horečky přenášené členovci n
Virová nemoc Oropouche,A93.0-Virová nemoc Oropouche
Horečka přenášená písečnými mouchami [Sandfly fever],A93.1-Horečka přenášená písečnými mouchami [Sa
Coloradská klíšťová horečka,A93.2-Coloradská klíšťová horečka
Jiná určená virová horečka přenášená členovci,A93.8-Jiná určená virová horečka přenášená čle
Neurčená virová horečka přenášená členovci,A94-Neurčená virová horečka přenášená členov
Žlutá zimnice,A95-Žlutá zimnice
Sylvatická (lesní) žlutá zimnice,A95.0-Sylvatická (lesní) žlutá zimnice
Urbánní (městská) žlutá zimnice,A95.1-Urbánní (městská) žlutá zimnice
Žlutá zimnice NS,A95.9-Žlutá zimnice NS
"Hemoragická horečka, původce: Arenavirus",A96-Hemoragická horečka, původce: Arenavirus
"Hemoragická horečka, původce: Junin",A96.0-Hemoragická horečka, původce: Junin
"Hemoragická horečka, původce: virus Machupo",A96.1-Hemoragická horečka, původce: virus Mach
Horečka Lassa,A96.2-Horečka Lassa
"Jiná hemoragická horečka, původce: Arenavirus",A96.8-Jiná hemoragická horečka, původce: Arena
"Hemoragická horečka, původce: Arenavirus NS",A96.9-Hemoragická horečka, původce: Arenavirus
Dengue,A97-Dengue
Dengue bez varovných příznaků,A97.0-Dengue bez varovných příznaků
Dengue s varovnými příznaky,A97.1-Dengue s varovnými příznaky
Těžká forma dengue,A97.2-Těžká forma dengue
Dengue NS,A97.9-Dengue NS
Jiná virová hemoragická horečka nezařazená jinde,A98-Jiná virová hemoragická horečka nezařaze
Krymská a konžská hemoragická horečka,A98.0-Krymská a konžská hemoragická horečka
Omská hemoragická horečka,A98.1-Omská hemoragická horečka
Kyasanurská pralesní nemoc,A98.2-Kyasanurská pralesní nemoc
Marburgská nemoc,A98.3-Marburgská nemoc
Horečka ebola,A98.4-Horečka ebola
Hemoragická horečka s renálním syndromem,A98.5-Hemoragická horečka s renálním syndromem
Jiná určená virová hemoragická horečka,A98.8-Jiná určená virová hemoragická horečka
Neurčená virová hemoragická horečka,A99-Neurčená virová hemoragická horečka
Infekce virem Herpes simplex,B00-Infekce virem Herpes simplex
Herpetický ekzém,B00.0-Herpetický ekzém
Vezikulární dermatitida‚ původce: virus Herpes simplex,B00.1-Vezikulární dermatitida‚ původce: virus 
Herpetická gingivostomatitida a faryngotonsilitida‚ původce: virus Herpes simplex,B00.2-Herpetická gingivostomatitida a faryngot
Herpetická meningitida (G02.0*)‚ původce: virus Herpes simplex,B00.3-Herpetická meningitida (G02.0*)‚ původce
Herpetická encefalitida (G05.1*)‚ původce: virus Herpes simplex,B00.4-Herpetická encefalitida (G05.1*)‚ původc
Oční onemocnění‚ původce: virus Herpes simplex,B00.5-Oční onemocnění‚ původce: virus Herpes s
Diseminované herpetické onemocnění‚ původce: virus Herpes simplex,B00.7-Diseminované herpetické onemocnění‚ půvo
Jiné formy herpetické infekce‚ původce: virus Herpes simplex,B00.8-Jiné formy herpetické infekce‚ původce: 
"Infekční onemocnění, původce: virus Herpes simplex NS",B00.9-Infekční onemocnění, původce: virus Herp
Plané neštovice [varicella],B01-Plané neštovice [varicella]
Varicelová meningitida (G02.0*),B01.0-Varicelová meningitida (G02.0*)
Varicelová encefalitida (G05.1*),B01.1-Varicelová encefalitida (G05.1*)
Varicelová pneumonie (J17.1*),B01.2-Varicelová pneumonie (J17.1*)
Varicella s jinými komplikacemi,B01.8-Varicella s jinými komplikacemi
Varicella bez komplikace,B01.9-Varicella bez komplikace
Pásový opar [herpes zoster],B02-Pásový opar [herpes zoster]
"Encefalitida (G05.1*), původce: virus varicella–zoster",B02.0-Encefalitida (G05.1*), původce: virus va
"Meningitida (G02.0*), původce: virus varicella–zoster",B02.1-Meningitida (G02.0*), původce: virus var
Herpes zoster s jiným postižením nervové soustavy,B02.2-Herpes zoster s jiným postižením nervové
"Oční onemocnění, původce: virus varicella–zoster",B02.3-Oční onemocnění, původce: virus varicell
Generalizovaný (diseminovaný) Herpes zoster,B02.7-Generalizovaný (diseminovaný) Herpes zos
Herpes zoster s jinými komplikacemi,B02.8-Herpes zoster s jinými komplikacemi
Herpes zoster bez komplikací,B02.9-Herpes zoster bez komplikací
Pravé neštovice – černé neštovice [variola],B03-Pravé neštovice – černé neštovice [vario
Opičí neštovice,B04-Opičí neštovice
Spalničky,B05-Spalničky
Spalničky komplikované encefalitidou (G05.1*),B05.0-Spalničky komplikované encefalitidou (G0
Spalničky komplikované meningitidou (G02.0*),B05.1-Spalničky komplikované meningitidou (G02
Spalničky komplikované pneumonií (J17.1*),B05.2-Spalničky komplikované pneumonií (J17.1*
Spalničky komplikované zánětem středního ucha (H67.1*),B05.3-Spalničky komplikované zánětem středního
Spalničky se střevními komplikacemi,B05.4-Spalničky se střevními komplikacemi
Spalničky s jinými komplikacemi,B05.8-Spalničky s jinými komplikacemi
Spalničky bez komplikací,B05.9-Spalničky bez komplikací
Zarděnky [rubeola],B06-Zarděnky [rubeola]
Zarděnky s neurologickými komplikacemi,B06.0-Zarděnky s neurologickými komplikacemi
Zarděnky s jinými komplikacemi,B06.8-Zarděnky s jinými komplikacemi
Zarděnky bez komplikací,B06.9-Zarděnky bez komplikací
Virové bradavice,B07-Virové bradavice
Jiné virové infekce charakterizované postižením kůže a sliznic nezařazené jinde,B08-Jiné virové infekce charakterizované pos
"Jiné infekce, původce: virus rodu Orthopoxvirus",B08.0-Jiné infekce, původce: virus rodu Orthop
Molluscum contagiosum,B08.1-Molluscum contagiosum
Exanthema subitum (šestá nemoc),B08.2-Exanthema subitum (šestá nemoc)
Erythema infectiosum (pátá nemoc),B08.3-Erythema infectiosum (pátá nemoc)
Enterovirová vezikulární stomatitida s exantémem,B08.4-Enterovirová vezikulární stomatitida s e
Enterovirová vezikulární faryngitida,B08.5-Enterovirová vezikulární faryngitida
Jiné určené infekce charakterizované kožními a slizničními lézemi,B08.8-Jiné určené infekce charakterizované kož
Neurčené virové infekce charakterizované postižením kůže a sliznic,B09-Neurčené virové infekce charakterizované
Akutní hepatitida A,B15-Akutní hepatitida A
Hepatitida A s hepatálním kómatem,B15.0-Hepatitida A s hepatálním kómatem
Hepatitida A bez hepatálního kómatu,B15.9-Hepatitida A bez hepatálního kómatu
Akutní hepatitida B,B16-Akutní hepatitida B
Akutní hepatitida B s Delta agens (koinfekce) s hepatálním kómatem,B16.0-Akutní hepatitida B s Delta agens (koinf
Akutní hepatitida B s Delta agens (koinfekce) bez hepatálního kómatu,B16.1-Akutní hepatitida B s Delta agens (koinf
Akutní hepatitida B bez Delta agens s hepatálním kómatem,B16.2-Akutní hepatitida B bez Delta agens s he
Akutní hepatitida B bez Delta agens a bez hepatálního kómatu,B16.9-Akutní hepatitida B bez Delta agens a be
Jiná akutní virová hepatitida,B17-Jiná akutní virová hepatitida
Akutní Delta-(super) infekce při chronické hepatitidě B,B17.0-Akutní Delta-(super) infekce při chronic
Akutní hepatitida C,B17.1-Akutní hepatitida C
Akutní hepatitida E,B17.2-Akutní hepatitida E
Jiná určená akutní virová hepatitida,B17.8-Jiná určená akutní virová hepatitida
Akutní virová hepatitida NS,B17.9-Akutní virová hepatitida NS
Chronická virová hepatitida,B18-Chronická virová hepatitida
Chronická virová hepatitida B s Delta agens,B18.0-Chronická virová hepatitida B s Delta ag
Chronická virová hepatitida B s Delta agens; fáze imunotolerance,B18.00-Chronická virová hepatitida B s Delta ag
Chronická virová hepatitida B s Delta agens; jiná a neurčená fáze,B18.01-Chronická virová hepatitida B s Delta ag
Chronická virová hepatitida B s Delta agens; jiná a neurčená fáze,B18.09-Chronická virová hepatitida B s Delta ag
Chronická virová hepatitida B bez Delta agens,B18.1-Chronická virová hepatitida B bez Delta 
Chronická virová hepatitida B bez Delta agens; fáze imunotolerance,B18.10-Chronická virová hepatitida B bez Delta 
Chronická virová hepatitida B bez Delta agens; jiná a neurčená fáze,B18.11-Chronická virová hepatitida B bez Delta 
Chronická virová hepatitida B bez Delta agens; jiná a neurčená fáze,B18.19-Chronická virová hepatitida B bez Delta 
Chronická virová hepatitida C,B18.2-Chronická virová hepatitida C
Jiná chronická virová hepatitida,B18.8-Jiná chronická virová hepatitida
Chronická virová hepatitida NS,B18.9-Chronická virová hepatitida NS
Neurčená virová hepatitida,B19-Neurčená virová hepatitida
Neurčená virová hepatitida s hepatálním kómatem,B19.0-Neurčená virová hepatitida s hepatálním 
Neurčená virová hepatitida bez hepatálního kómatu,B19.9-Neurčená virová hepatitida bez hepatální
"Onemocnění virem lidské imunodeficience [HIV], mající za následek infekční a parazitární nemoci",B20-Onemocnění virem lidské imunodeficience 
"Onemocnění HIV, mající za následek mykobakteriální infekce",B20.0-Onemocnění HIV, mající za následek mykob
"Onemocnění HIV, mající za následek jiné bakteriální infekce",B20.1-Onemocnění HIV, mající za následek jiné 
"Onemocnění HIV, mající za následek onemocnění způsobené Cytomegalovirem",B20.2-Onemocnění HIV, mající za následek onemo
"Onemocnění HIV, mající za následek jiné virové infekce",B20.3-Onemocnění HIV, mající za následek jiné 
"Onemocnění HIV, mající za následek onemocnění způsobené Candidou albicans",B20.4-Onemocnění HIV, mající za následek onemo
"Onemocnění HIV, mající za následek jiné mykózy",B20.5-Onemocnění HIV, mající za následek jiné 
Onemocnění HIV s pneumonií způsobenou Pneumocystis jiroveci [carinii],B20.6-Onemocnění HIV s pneumonií způsobenou Pn
"Onemocnění HIV, mající za následek mnohočetné infekce",B20.7-Onemocnění HIV, mající za následek mnoho
"Onemocnění HIV, mající za následek jiné určené infekční a parazitární onemocnění",B20.8-Onemocnění HIV, mající za následek jiné 
"Onemocnění HIV, mající za následek neurčené infekční nebo parazitární onemocnění",B20.9-Onemocnění HIV, mající za následek neurč
"Onemocnění virem lidské imunodeficience [HIV], mající za následek zhoubný novotvar",B21-Onemocnění virem lidské imunodeficience 
"Onemocnění HIV, mající za následek Kaposiho sarkom",B21.0-Onemocnění HIV, mající za následek Kapos
"Onemocnění HIV, mající za následek Burkittův lymfom",B21.1-Onemocnění HIV, mající za následek Burki
"Onemocnění HIV, mající za následek jiný typ non-Hodgkinského lymfomu",B21.2-Onemocnění HIV, mající za následek jiný 
"Onemocnění HIV, mající za následek jiné zhoubné novotvary lymfatické‚ krvetvorné a příbuzné tkáně",B21.3-Onemocnění HIV, mající za následek jiné 
"Onemocnění HIV, mající za následek mnohočetné zhoubné novotvary",B21.7-Onemocnění HIV, mající za následek mnoho
"Onemocnění HIV, mající za následek jiné zhoubné novotvary",B21.8-Onemocnění HIV, mající za následek jiné 
"Onemocnění HIV, mající za následek neurčené zhoubné novotvary",B21.9-Onemocnění HIV, mající za následek neurč
"Onemocnění virem lidské imunodeficience [HIV], mající za následek jiná určená onemocnění",B22-Onemocnění virem lidské imunodeficience 
"Onemocnění HIV, mající za následek encefalopatií",B22.0-Onemocnění HIV, mající za následek encef
"Onemocnění HIV, mající za následek lymfoidní intersticiální pneumonií",B22.1-Onemocnění HIV, mající za následek lymfo
"Onemocnění HIV, mající za následek syndrom chátrání [wasting syndrome]",B22.2-Onemocnění HIV, mající za následek syndr
"Onemocnění HIV, mající za následek mnohočetná onemocnění zařazená jinde",B22.7-Onemocnění HIV, mající za následek mnoho
"Onemocnění virem lidské imunodeficience [HIV], mající za následek jiné stavy",B23-Onemocnění virem lidské imunodeficience 
Syndrom akutní infekce HIV,B23.0-Syndrom akutní infekce HIV
Onemocnění HIV s přetrvávající lymfadenopatií,B23.1-Onemocnění HIV s přetrvávající lymfadeno
Onemocnění HIV s hematologickými a imunologickými abnormalitami nezařazenými jinde,B23.2-Onemocnění HIV s hematologickými a imuno
